threshold,question_id,question,question_type,expected_document_id,expected_filename,top1_document_id,top1_filename,top1_chunk_index,top1_distance,top2_document_id,top2_filename,top2_chunk_index,top2_distance,top3_document_id,top3_filename,top3_chunk_index,top3_distance,result_count,top1_hit,top3_hit,evaluated_at
0.90,2,病假超过一天需要提供什么材料？,直接问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,1,0.5901859402656555,11,员工休假管理制度.docx,0,0.7482599020004272,14,员工考勤管理制度.docx,2,0.8282201886177063,3,1,1,2026-08-15T21:45:26+08:00
0.90,3,忘记打卡后最晚多久要申请补卡？,直接问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.6294235587120056,14,员工考勤管理制度.docx,2,0.7653934359550476,14,员工考勤管理制度.docx,0,0.8923269510269165,3,1,1,2026-08-15T21:45:26+08:00
0.90,4,出差回来以后多久内要提交报销？,直接问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,0,0.5694314241409302,7,差旅及费用报销制度.docx,1,0.5964692831039429,14,员工考勤管理制度.docx,1,0.7083536982536316,3,1,1,2026-08-15T21:45:26+08:00
0.90,5,公司登录密码至少需要多少位？,直接问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,0,0.6225423216819763,13,信息安全管理规范.docx,2,0.8790883421897888,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.90,6,我想下周一休年假，最迟什么时候要提交申请？,改写问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,0,0.7699342966079712,11,员工休假管理制度.docx,1,0.8810485601425171,14,员工考勤管理制度.docx,2,0.8875174522399902,3,1,1,2026-08-15T21:45:26+08:00
0.90,7,这个月已经迟到三次了，公司会怎么处理？,改写问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.7368632555007935,14,员工考勤管理制度.docx,2,0.8439867496490479,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.90,8,去上海出差，酒店一晚上最多能报多少？,改写问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,1,0.6903824210166931,7,差旅及费用报销制度.docx,0,0.8393547534942627,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.90,9,客户的产品问题处理两次还是没解决，下一步怎么办？,改写问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.4931122660636902,12,产品售后服务规范.docx,0,0.6602028012275696,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.90,10,发现自己的公司账号好像被别人登录了，该怎么处理？,改写问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,2,0.6810369491577148,13,信息安全管理规范.docx,1,0.7416950464248657,13,信息安全管理规范.docx,0,0.7435241937637329,3,1,1,2026-08-15T21:45:26+08:00
0.90,11,我今天早上忘打卡了，现在已经过去一天了，还能补吗？需要谁审批？,口语长问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.6551393270492554,14,员工考勤管理制度.docx,2,0.8056007623672485,11,员工休假管理制度.docx,1,0.8347501158714294,3,1,1,2026-08-15T21:45:26+08:00
0.90,12,家里突然有急事，明天不能来上班，但来不及提前一天请事假，这种情况怎么办？,口语长问法,11,员工休假管理制度.docx,14,员工考勤管理制度.docx,2,0.7499402165412903,11,员工休假管理制度.docx,0,0.7812633514404297,11,员工休假管理制度.docx,1,0.8150891065597534,3,0,1,2026-08-15T21:45:26+08:00
0.90,13,我刚出差回来，手里有发票和订单记录，报销的时候还需要注意什么时间要求？,口语长问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,1,0.6623445749282837,7,差旅及费用报销制度.docx,0,0.6903340220451355,14,员工考勤管理制度.docx,1,0.8757501840591431,3,1,1,2026-08-15T21:45:26+08:00
0.90,14,客户说设备坏了，我们已经让他做过基础检查但还是不行，客服接下来应该记录什么并交给谁？,口语长问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.5786237716674805,13,信息安全管理规范.docx,1,0.7508925795555115,13,信息安全管理规范.docx,2,0.8142287731170654,3,1,1,2026-08-15T21:45:26+08:00
0.90,15,我要把一份包含客户信息的文件发给外部人员，发送前应该注意哪些安全要求？,口语长问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,1,0.6686511039733887,13,信息安全管理规范.docx,0,0.7572251558303833,13,信息安全管理规范.docx,2,0.8127170205116272,3,1,1,2026-08-15T21:45:26+08:00
0.90,16,事假原则上需要提前几个工作日申请？,直接问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,0,0.5369892120361328,14,员工考勤管理制度.docx,2,0.6572173833847046,11,员工休假管理制度.docx,1,0.6684080362319946,3,1,1,2026-08-15T21:45:26+08:00
0.90,17,连续缺勤超过4小时且没有请假会怎么处理？,直接问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.3792099356651306,14,员工考勤管理制度.docx,1,0.6854965090751648,11,员工休假管理制度.docx,1,0.7891857028007507,3,1,1,2026-08-15T21:45:26+08:00
0.90,18,其他城市出差住宿每晚原则上最多报销多少元？,直接问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,1,0.3925290107727051,7,差旅及费用报销制度.docx,0,0.5784639120101929,14,员工考勤管理制度.docx,1,0.8939751982688904,3,1,1,2026-08-15T21:45:26+08:00
0.90,19,一般售后问题要求在多长时间内首次响应？,直接问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,0,0.5347299575805664,12,产品售后服务规范.docx,1,0.717711329460144,14,员工考勤管理制度.docx,1,0.885850727558136,3,1,1,2026-08-15T21:45:26+08:00
0.90,20,公司登录密码需要包含哪些类型的字符？,直接问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,0,0.6735951900482178,,,,,,,,,1,1,1,2026-08-15T21:45:26+08:00
0.90,21,如果一次休假超过5个工作日，除了直属负责人还需要谁确认？,改写问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,1,0.6635715961456299,11,员工休假管理制度.docx,0,0.7084364891052246,14,员工考勤管理制度.docx,2,0.7697336673736572,3,1,1,2026-08-15T21:45:26+08:00
0.90,22,月度考勤结果有问题，员工应该在几天内提出复核？,改写问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.39862561225891113,14,员工考勤管理制度.docx,1,0.6081323623657227,14,员工考勤管理制度.docx,0,0.6362318992614746,3,1,1,2026-08-15T21:45:26+08:00
0.90,23,因为工作需要想坐更高等级的交通工具，应该提前经过谁同意？,改写问法,7,差旅及费用报销制度.docx,,,,,,,,,,,,,0,0,0,2026-08-15T21:45:26+08:00
0.90,24,客户申请退换货时，客服需要检查商品哪些方面？,改写问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,0,0.6152297258377075,12,产品售后服务规范.docx,1,0.7065657377243042,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.90,25,离开工位时，公司电脑应该怎么处理？,改写问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,2,0.6584979295730591,13,信息安全管理规范.docx,0,0.792719841003418,13,信息安全管理规范.docx,1,0.8606938719749451,3,1,1,2026-08-15T21:45:26+08:00
0.90,26,我想一次休四天年假，除了提前申请之外，工作交接方面还要做什么？,口语长问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,0,0.6719338893890381,14,员工考勤管理制度.docx,2,0.7940343618392944,11,员工休假管理制度.docx,1,0.7971490621566772,3,1,1,2026-08-15T21:45:26+08:00
0.90,27,我这个月忘记打卡好几次了，补卡有没有次数限制？,口语长问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.6331473588943481,14,员工考勤管理制度.docx,2,0.8306613564491272,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.90,28,我去外地出差还没走审批流程，回来以后这些费用公司还能正常给我报吗？,口语长问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,0,0.6433005332946777,7,差旅及费用报销制度.docx,1,0.6568378806114197,14,员工考勤管理制度.docx,1,0.8465145826339722,3,1,1,2026-08-15T21:45:26+08:00
0.90,29,客户刚来问售后，我是不是直接处理问题就行，还是要先确认一些客户和产品信息？,口语长问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,0,0.5432549118995667,12,产品售后服务规范.docx,1,0.5463094711303711,13,信息安全管理规范.docx,2,0.873918890953064,3,1,1,2026-08-15T21:45:26+08:00
0.90,30,我手上有一份客户资料，想图方便传到自己的个人网盘里，可以这样做吗？,口语长问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,1,0.7763347625732422,,,,,,,,,1,1,1,2026-08-15T21:45:26+08:00
0.90,31,员工没办请假手续就没来上班，这种情况应该按照休假制度还是考勤制度处理？,易混淆问法,11,员工休假管理制度.docx,14,员工考勤管理制度.docx,2,0.47922706604003906,11,员工休假管理制度.docx,0,0.5458054542541504,11,员工休假管理制度.docx,1,0.653309166431427,3,0,1,2026-08-15T21:45:26+08:00
0.90,32,已经批准的休假和公司的考勤记录之间需要怎么处理？,易混淆问法,11,员工休假管理制度.docx,14,员工考勤管理制度.docx,2,0.5554817318916321,11,员工休假管理制度.docx,1,0.5966155529022217,11,员工休假管理制度.docx,0,0.6641901731491089,3,0,1,2026-08-15T21:45:26+08:00
0.90,33,公共交通大面积延误导致迟到，当天应该做什么？,易混淆问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.7294214963912964,,,,,,,,,1,1,1,2026-08-15T21:45:26+08:00
0.90,34,连续一整天没来公司，而且没有办理请假手续，会如何认定？,易混淆问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.6427825689315796,11,员工休假管理制度.docx,0,0.8004111051559448,11,员工休假管理制度.docx,1,0.8467912077903748,3,1,1,2026-08-15T21:45:26+08:00
0.90,35,一线城市酒店住了600元一晚，但事先没有审批，超出的部分由谁承担？,易混淆问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,1,0.5905051827430725,,,,,,,,,1,1,1,2026-08-15T21:45:26+08:00
0.90,36,报销申请中，业务真实性和票据金额分别由谁审核？,易混淆问法,7,差旅及费用报销制度.docx,,,,,,,,,,,,,0,0,0,2026-08-15T21:45:26+08:00
0.90,37,客户的问题什么时候不能继续按普通售后流程处理，而要升级给负责人？,易混淆问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.5959174633026123,12,产品售后服务规范.docx,0,0.6884448528289795,13,信息安全管理规范.docx,2,0.8472340106964111,3,1,1,2026-08-15T21:45:26+08:00
0.90,38,售后问题处理完成以后，为什么还需要留下处理记录，具体要记录哪些内容？,易混淆问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.6200547814369202,12,产品售后服务规范.docx,0,0.7526532411575317,13,信息安全管理规范.docx,2,0.8543571829795837,3,1,1,2026-08-15T21:45:26+08:00
0.90,39,公司电脑能不能插一个来路不明的U盘？如果确实需要使用应该先做什么？,易混淆问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,1,0.7895041704177856,,,,,,,,,1,1,1,2026-08-15T21:45:26+08:00
0.90,40,员工离职时能不能自己留一份以前工作中使用过的公司敏感资料？,易混淆问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,2,0.4609421193599701,13,信息安全管理规范.docx,1,0.8482693433761597,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.90,41,临时有急事没法按正常流程提前请假，但我已经及时联系了领导，之后还需要补什么手续？,高难度语义,11,员工休假管理制度.docx,14,员工考勤管理制度.docx,2,0.7089927792549133,11,员工休假管理制度.docx,0,0.7165538668632507,14,员工考勤管理制度.docx,1,0.7287505269050598,3,0,1,2026-08-15T21:45:26+08:00
0.90,42,休息时间比较长时，审批人会不会和普通请假不一样？,高难度语义,11,员工休假管理制度.docx,11,员工休假管理制度.docx,1,0.7919842004776001,11,员工休假管理制度.docx,0,0.8603157997131348,14,员工考勤管理制度.docx,2,0.8611958026885986,3,1,1,2026-08-15T21:45:26+08:00
0.90,43,考勤出现异常不是因为请假，而是单纯忘了操作打卡，我应该走什么补救流程？,高难度语义,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.5033683180809021,14,员工考勤管理制度.docx,1,0.5878267288208008,11,员工休假管理制度.docx,1,0.6963557600975037,3,1,1,2026-08-15T21:45:26+08:00
0.90,44,我发现公司统计的上个月出勤情况和实际不一致，这件事有没有处理期限？,高难度语义,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.6461475491523743,14,员工考勤管理制度.docx,1,0.7631253004074097,14,员工考勤管理制度.docx,0,0.8871854543685913,3,1,1,2026-08-15T21:45:26+08:00
0.90,45,出差花的钱不是只拿发票就能报，我还应该准备哪些能证明这笔消费的资料？,高难度语义,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,0,0.7139298915863037,7,差旅及费用报销制度.docx,1,0.7792164087295532,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.90,46,出差时为了业务临时想提高交通标准，怎样做才能避免这部分费用最后由自己承担？,高难度语义,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,0,0.6323423981666565,7,差旅及费用报销制度.docx,1,0.7525785565376282,14,员工考勤管理制度.docx,1,0.8330974578857422,3,1,1,2026-08-15T21:45:26+08:00
0.90,47,一个售后故障靠客服常规排查解决不了，怎样把问题完整地交接给技术人员？,高难度语义,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.4703102707862854,12,产品售后服务规范.docx,0,0.6559629440307617,13,信息安全管理规范.docx,2,0.8520531058311462,3,1,1,2026-08-15T21:45:26+08:00
0.90,48,客户的问题反复处理仍然没有结果，这时候客服是否还应该继续按原来的方式处理？,高难度语义,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.5899224877357483,12,产品售后服务规范.docx,0,0.7086076140403748,14,员工考勤管理制度.docx,2,0.8535486459732056,3,1,1,2026-08-15T21:45:26+08:00
0.90,49,如果怀疑电脑中了病毒，继续操作可能扩大风险，这时员工第一步应该做什么并向谁反馈？,高难度语义,13,信息安全管理规范.docx,12,产品售后服务规范.docx,1,0.8168970942497253,13,信息安全管理规范.docx,1,0.8204531669616699,,,,,2,0,1,2026-08-15T21:45:26+08:00
0.90,50,准备把带有客户信息的资料发到公司外部时，不能只看文件内容，还需要先核实什么？,高难度语义,13,信息安全管理规范.docx,13,信息安全管理规范.docx,1,0.7473331689834595,13,信息安全管理规范.docx,2,0.7645346522331238,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.95,1,员工请假需要提前多久申请年假？,直接问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,0,0.41746068000793457,14,员工考勤管理制度.docx,2,0.6604986786842346,11,员工休假管理制度.docx,1,0.7761408090591431,3,1,1,2026-08-15T21:45:26+08:00
0.95,2,病假超过一天需要提供什么材料？,直接问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,1,0.5901859402656555,11,员工休假管理制度.docx,0,0.7482599020004272,14,员工考勤管理制度.docx,2,0.8282201886177063,3,1,1,2026-08-15T21:45:26+08:00
0.95,3,忘记打卡后最晚多久要申请补卡？,直接问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.6294235587120056,14,员工考勤管理制度.docx,2,0.7653934359550476,14,员工考勤管理制度.docx,0,0.8923269510269165,3,1,1,2026-08-15T21:45:26+08:00
0.95,4,出差回来以后多久内要提交报销？,直接问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,0,0.5694314241409302,7,差旅及费用报销制度.docx,1,0.5964692831039429,14,员工考勤管理制度.docx,1,0.7083536982536316,3,1,1,2026-08-15T21:45:26+08:00
0.95,5,公司登录密码至少需要多少位？,直接问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,0,0.6225423216819763,13,信息安全管理规范.docx,2,0.8790883421897888,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.95,6,我想下周一休年假，最迟什么时候要提交申请？,改写问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,0,0.7699342966079712,11,员工休假管理制度.docx,1,0.8810485601425171,14,员工考勤管理制度.docx,2,0.8875174522399902,3,1,1,2026-08-15T21:45:26+08:00
0.95,7,这个月已经迟到三次了，公司会怎么处理？,改写问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.7368632555007935,14,员工考勤管理制度.docx,2,0.8439867496490479,13,信息安全管理规范.docx,2,0.9497320055961609,3,1,1,2026-08-15T21:45:26+08:00
0.95,8,去上海出差，酒店一晚上最多能报多少？,改写问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,1,0.6903824210166931,7,差旅及费用报销制度.docx,0,0.8393547534942627,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.95,9,客户的产品问题处理两次还是没解决，下一步怎么办？,改写问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.4931122660636902,12,产品售后服务规范.docx,0,0.6602028012275696,14,员工考勤管理制度.docx,1,0.9318029284477234,3,1,1,2026-08-15T21:45:26+08:00
0.95,10,发现自己的公司账号好像被别人登录了，该怎么处理？,改写问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,2,0.6810369491577148,13,信息安全管理规范.docx,1,0.7416950464248657,13,信息安全管理规范.docx,0,0.7435241937637329,3,1,1,2026-08-15T21:45:26+08:00
0.95,11,我今天早上忘打卡了，现在已经过去一天了，还能补吗？需要谁审批？,口语长问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.6551393270492554,14,员工考勤管理制度.docx,2,0.8056007623672485,11,员工休假管理制度.docx,1,0.8347501158714294,3,1,1,2026-08-15T21:45:26+08:00
0.95,12,家里突然有急事，明天不能来上班，但来不及提前一天请事假，这种情况怎么办？,口语长问法,11,员工休假管理制度.docx,14,员工考勤管理制度.docx,2,0.7499402165412903,11,员工休假管理制度.docx,0,0.7812633514404297,11,员工休假管理制度.docx,1,0.8150891065597534,3,0,1,2026-08-15T21:45:26+08:00
0.95,13,我刚出差回来，手里有发票和订单记录，报销的时候还需要注意什么时间要求？,口语长问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,1,0.6623445749282837,7,差旅及费用报销制度.docx,0,0.6903340220451355,14,员工考勤管理制度.docx,1,0.8757501840591431,3,1,1,2026-08-15T21:45:26+08:00
0.95,14,客户说设备坏了，我们已经让他做过基础检查但还是不行，客服接下来应该记录什么并交给谁？,口语长问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.5786237716674805,13,信息安全管理规范.docx,1,0.7508925795555115,13,信息安全管理规范.docx,2,0.8142287731170654,3,1,1,2026-08-15T21:45:26+08:00
0.95,15,我要把一份包含客户信息的文件发给外部人员，发送前应该注意哪些安全要求？,口语长问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,1,0.6686511039733887,13,信息安全管理规范.docx,0,0.7572251558303833,13,信息安全管理规范.docx,2,0.8127170205116272,3,1,1,2026-08-15T21:45:26+08:00
0.95,16,事假原则上需要提前几个工作日申请？,直接问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,0,0.5369892120361328,14,员工考勤管理制度.docx,2,0.6572173833847046,11,员工休假管理制度.docx,1,0.6684080362319946,3,1,1,2026-08-15T21:45:26+08:00
0.95,17,连续缺勤超过4小时且没有请假会怎么处理？,直接问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.3792099356651306,14,员工考勤管理制度.docx,1,0.6854965090751648,11,员工休假管理制度.docx,1,0.7891857028007507,3,1,1,2026-08-15T21:45:26+08:00
0.95,18,其他城市出差住宿每晚原则上最多报销多少元？,直接问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,1,0.3925290107727051,7,差旅及费用报销制度.docx,0,0.5784639120101929,14,员工考勤管理制度.docx,1,0.8939751982688904,3,1,1,2026-08-15T21:45:26+08:00
0.95,19,一般售后问题要求在多长时间内首次响应？,直接问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,0,0.5347299575805664,12,产品售后服务规范.docx,1,0.717711329460144,14,员工考勤管理制度.docx,1,0.885850727558136,3,1,1,2026-08-15T21:45:26+08:00
0.95,20,公司登录密码需要包含哪些类型的字符？,直接问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,0,0.6735951900482178,13,信息安全管理规范.docx,2,0.9255588054656982,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.95,21,如果一次休假超过5个工作日，除了直属负责人还需要谁确认？,改写问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,1,0.6635715961456299,11,员工休假管理制度.docx,0,0.7084364891052246,14,员工考勤管理制度.docx,2,0.7697336673736572,3,1,1,2026-08-15T21:45:26+08:00
0.95,22,月度考勤结果有问题，员工应该在几天内提出复核？,改写问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.39862561225891113,14,员工考勤管理制度.docx,1,0.6081323623657227,14,员工考勤管理制度.docx,0,0.6362318992614746,3,1,1,2026-08-15T21:45:26+08:00
0.95,23,因为工作需要想坐更高等级的交通工具，应该提前经过谁同意？,改写问法,7,差旅及费用报销制度.docx,,,,,,,,,,,,,0,0,0,2026-08-15T21:45:26+08:00
0.95,24,客户申请退换货时，客服需要检查商品哪些方面？,改写问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,0,0.6152297258377075,12,产品售后服务规范.docx,1,0.7065657377243042,13,信息安全管理规范.docx,1,0.9081320762634277,3,1,1,2026-08-15T21:45:26+08:00
0.95,25,离开工位时，公司电脑应该怎么处理？,改写问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,2,0.6584979295730591,13,信息安全管理规范.docx,0,0.792719841003418,13,信息安全管理规范.docx,1,0.8606938719749451,3,1,1,2026-08-15T21:45:26+08:00
0.95,26,我想一次休四天年假，除了提前申请之外，工作交接方面还要做什么？,口语长问法,11,员工休假管理制度.docx,11,员工休假管理制度.docx,0,0.6719338893890381,14,员工考勤管理制度.docx,2,0.7940343618392944,11,员工休假管理制度.docx,1,0.7971490621566772,3,1,1,2026-08-15T21:45:26+08:00
0.95,27,我这个月忘记打卡好几次了，补卡有没有次数限制？,口语长问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.6331473588943481,14,员工考勤管理制度.docx,2,0.8306613564491272,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.95,28,我去外地出差还没走审批流程，回来以后这些费用公司还能正常给我报吗？,口语长问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,0,0.6433005332946777,7,差旅及费用报销制度.docx,1,0.6568378806114197,14,员工考勤管理制度.docx,1,0.8465145826339722,3,1,1,2026-08-15T21:45:26+08:00
0.95,29,客户刚来问售后，我是不是直接处理问题就行，还是要先确认一些客户和产品信息？,口语长问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,0,0.5432549118995667,12,产品售后服务规范.docx,1,0.5463094711303711,13,信息安全管理规范.docx,2,0.873918890953064,3,1,1,2026-08-15T21:45:26+08:00
0.95,30,我手上有一份客户资料，想图方便传到自己的个人网盘里，可以这样做吗？,口语长问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,1,0.7763347625732422,,,,,,,,,1,1,1,2026-08-15T21:45:26+08:00
0.95,31,员工没办请假手续就没来上班，这种情况应该按照休假制度还是考勤制度处理？,易混淆问法,11,员工休假管理制度.docx,14,员工考勤管理制度.docx,2,0.47922706604003906,11,员工休假管理制度.docx,0,0.5458054542541504,11,员工休假管理制度.docx,1,0.653309166431427,3,0,1,2026-08-15T21:45:26+08:00
0.95,32,已经批准的休假和公司的考勤记录之间需要怎么处理？,易混淆问法,11,员工休假管理制度.docx,14,员工考勤管理制度.docx,2,0.5554817318916321,11,员工休假管理制度.docx,1,0.5966155529022217,11,员工休假管理制度.docx,0,0.6641901731491089,3,0,1,2026-08-15T21:45:26+08:00
0.95,33,公共交通大面积延误导致迟到，当天应该做什么？,易混淆问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,1,0.7294214963912964,,,,,,,,,1,1,1,2026-08-15T21:45:26+08:00
0.95,34,连续一整天没来公司，而且没有办理请假手续，会如何认定？,易混淆问法,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.6427825689315796,11,员工休假管理制度.docx,0,0.8004111051559448,11,员工休假管理制度.docx,1,0.8467912077903748,3,1,1,2026-08-15T21:45:26+08:00
0.95,35,一线城市酒店住了600元一晚，但事先没有审批，超出的部分由谁承担？,易混淆问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,1,0.5905051827430725,,,,,,,,,1,1,1,2026-08-15T21:45:26+08:00
0.95,36,报销申请中，业务真实性和票据金额分别由谁审核？,易混淆问法,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,1,0.9294112920761108,,,,,,,,,1,1,1,2026-08-15T21:45:26+08:00
0.95,37,客户的问题什么时候不能继续按普通售后流程处理，而要升级给负责人？,易混淆问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.5959174633026123,12,产品售后服务规范.docx,0,0.6884448528289795,13,信息安全管理规范.docx,2,0.8472340106964111,3,1,1,2026-08-15T21:45:26+08:00
0.95,38,售后问题处理完成以后，为什么还需要留下处理记录，具体要记录哪些内容？,易混淆问法,12,产品售后服务规范.docx,12,产品售后服务规范.docx,1,0.6200547814369202,12,产品售后服务规范.docx,0,0.7526532411575317,13,信息安全管理规范.docx,2,0.8543571829795837,3,1,1,2026-08-15T21:45:26+08:00
0.95,39,公司电脑能不能插一个来路不明的U盘？如果确实需要使用应该先做什么？,易混淆问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,1,0.7895041704177856,13,信息安全管理规范.docx,0,0.942157506942749,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.95,40,员工离职时能不能自己留一份以前工作中使用过的公司敏感资料？,易混淆问法,13,信息安全管理规范.docx,13,信息安全管理规范.docx,2,0.4609421193599701,13,信息安全管理规范.docx,1,0.8482693433761597,13,信息安全管理规范.docx,0,0.9428685903549194,3,1,1,2026-08-15T21:45:26+08:00
0.95,41,临时有急事没法按正常流程提前请假，但我已经及时联系了领导，之后还需要补什么手续？,高难度语义,11,员工休假管理制度.docx,14,员工考勤管理制度.docx,2,0.7089927792549133,11,员工休假管理制度.docx,0,0.7165538668632507,14,员工考勤管理制度.docx,1,0.7287505269050598,3,0,1,2026-08-15T21:45:26+08:00
0.95,42,休息时间比较长时，审批人会不会和普通请假不一样？,高难度语义,11,员工休假管理制度.docx,11,员工休假管理制度.docx,1,0.7919842004776001,11,员工休假管理制度.docx,0,0.8603157997131348,14,员工考勤管理制度.docx,2,0.8611958026885986,3,1,1,2026-08-15T21:45:26+08:00
0.95,43,考勤出现异常不是因为请假，而是单纯忘了操作打卡，我应该走什么补救流程？,高难度语义,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.5033683180809021,14,员工考勤管理制度.docx,1,0.5878267288208008,11,员工休假管理制度.docx,1,0.6963557600975037,3,1,1,2026-08-15T21:45:26+08:00
0.95,44,我发现公司统计的上个月出勤情况和实际不一致，这件事有没有处理期限？,高难度语义,14,员工考勤管理制度.docx,14,员工考勤管理制度.docx,2,0.6461475491523743,14,员工考勤管理制度.docx,1,0.7631253004074097,14,员工考勤管理制度.docx,0,0.8871854543685913,3,1,1,2026-08-15T21:45:26+08:00
0.95,45,出差花的钱不是只拿发票就能报，我还应该准备哪些能证明这笔消费的资料？,高难度语义,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,0,0.7139298915863037,7,差旅及费用报销制度.docx,1,0.7792164087295532,,,,,2,1,1,2026-08-15T21:45:26+08:00
0.95,46,出差时为了业务临时想提高交通标准，怎样做才能避免这部分费用最后由自己承担？,高难度语义,7,差旅及费用报销制度.docx,7,差旅及费用报销制度.docx,0,0.6323423981666565,7,差旅及费用报销制度.docx,1,0.7525785565376282,14,员工考勤管理制度.docx,1,0.8330974578857422,3,1,1,2026-08-15T21:45:26+08:00
